name,price,status,shipping,free_returns,items_sold
"Dell Latitude 5320 2-in-1 13.3"" FHD Touch i7-1185G7 16GB 512GB SSD Win11 Pro",34999,512 GB,0,True,
"Lenovo IdeaPad 15.6"" FHD Touch Laptop Intel Core i3 Upto 40GB RAM 2TB SSD WinPro",39900,Brand New,0,True,
"2026 Dell Inspiron 15 Laptop Touch Intel i5-1334U 12GB RAM 256GB SSD, Win 11 Pro",46900,256 GB,0,True,
Panasonic FZ-G1 ToughPad i5-6300U 2.40GHz 8GB RAM 256Gb SSD No OS,9999,Panasonic,0,True,
New ListingLenovo ThinkPad X1 Carbon Gen 9 i7-1185G7 32GB RAM 512GB SSD Battery 99%,35495,Lenovo,0,False,
"New ListingLenovo ThinkPad E14 Gen 2, Intel i5-1135G7, 256GB SSD, 8GB RAM, Windows 11 Pro",16999,256 GB,0,False,
HP Steam Laptop 14-ds0050nr,14399,HP,0,True,
"HP EliteBook 845 G8 14"" FHD AMD Ryzen 5 PRO 5650U 16GB 256GB SSD W11P Laptop SL",27499,HP,0,True,
TOSHIBA TECRA C50-C Laptop w/ Intel Core i5-6200U 2.40 GHZ  (No RAM/HDD/BATTERY),1799,Toshiba,1755,True,35
Dell Latitude 5490 14” HD Laptop Core i5 8GB RAM 256GB SSD Windows 11 HDMI WiFi,19596,Dell,0,True,28
2026 Dell Laptop 16 FHD+Touch 10-Core Intel 5 120U Upto 64GB RAM 2TB SSD Backlit,47900,Brand New,0,True,
HP ELITEBOOK 840 G7 i7-10610U | 1.80GHz | 8GB RAM | OPEN BIOS | GOOD BATTERY,17000,HP,0,True,
"Lenovo 300e ChromeBook 2nd Gen 81MB 11.6"" Celeron N4020 1.10 GHz 4 GB RAM 16 GB",3199,16 GB,0,True,
GOOGLE PIXELBOOK G021A | INTEL CORE I5-8200Y 1.30GHZ | 128GB | 16GB | CHROMEOS,24900,128 GB,0,False,16
"HP 14-dq6013dx 14"" Intel N150 4GB DDR4 128GB UFS W11H Laptop, Willow Green",15999,HP,0,True,
"Lenovo IdeaPad Slim 3x 15.3"" Touch Snapdragon X 16GB 1TB SSD GRAY 83N30010US",39900,Lenovo,0,True,
